City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
Gurugram,2020-02-01,79.58,162.58,25.48,35.77,2.18,9.06,159.0
Gurugram,2020-02-02,71.37,137.94,28.89,24.32,2.04,8.29,144.0
Gurugram,2020-02-03,87.41,182.76,28.47,29.87,2.23,9.01,174.0
Gurugram,2020-02-04,100.75,181.95,26.02,34.16,2.33,8.7,216.0
Gurugram,2020-02-05,118.41,228.69,39.12,28.99,2.39,8.26,285.0
Gurugram,2020-02-06,79.42,169.37,44.36,26.08,1.76,7.58,198.0
Gurugram,2020-02-07,120.12,230.34,43.74,32.6,2.33,9.26,245.0
Gurugram,2020-02-08,104.96,210.84,52.62,26.63,1.6,8.15,260.0
Gurugram,2020-02-09,105.04,199.79,50.82,27.22,1.71,8.6,254.0
Gurugram,2020-02-10,130.89,256.86,45.46,27.42,2.2,9.13,275.0
Gurugram,2020-02-11,145.57,249.19,41.76,25.02,2.75,9.72,316.0
Gurugram,2020-02-12,130.82,284.78,52.01,21.34,1.87,8.86,302.0
Gurugram,2020-02-13,63.78,123.14,59.5,15.8,1.17,11.56,190.0
Gurugram,2020-02-14,64.17,134.91,60.62,12.87,1.38,11.53,128.0
Gurugram,2020-02-15,50.24,112.08,41.7,14.87,1.42,11.74,130.0
Gurugram,2020-02-16,93.15,185.61,36.29,21.86,1.91,12.36,182.0
Gurugram,2020-02-17,105.65,228.3,25.93,26.62,2.34,11.63,256.0
Gurugram,2020-02-18,69.82,166.21,23.02,25.16,1.89,11.29,165.0
Gurugram,2020-02-19,83.56,166.82,28.43,22.08,1.88,11.93,181.0
Gurugram,2020-02-20,85.97,173.5,62.28,16.77,1.67,10.66,170.0
Gurugram,2020-02-21,49.47,79.23,37.34,13.52,1.82,11.28,145.0
Gurugram,2020-02-22,59.08,96.42,26.27,15.42,1.67,6.43,94.0
Gurugram,2020-02-23,95.42,167.11,30.42,23.87,1.82,3.11,187.0
Gurugram,2020-02-24,66.85,126.64,37.23,20.6,1.24,4.51,144.0
Gurugram,2020-02-25,92.36,206.09,32.57,25.61,1.29,7.35,183.0
Gurugram,2020-02-26,108.36,231.82,33.78,28.0,1.53,10.37,241.0
Gurugram,2020-02-27,86.84,158.92,33.45,31.91,1.17,8.51,206.0
Gurugram,2020-02-28,71.0,130.39,57.46,27.01,1.27,5.84,160.0
Gurugram,2020-02-29,55.87,102.76,54.76,23.0,1.26,3.91,127.0
Gurugram,2020-03-01,24.29,50.03,58.03,26.97,1.07,2.9,115.0
Gurugram,2020-03-02,73.57,139.73,45.68,35.93,1.68,6.95,136.0
Gurugram,2020-03-03,80.0,177.56,39.54,40.4,1.97,7.88,175.0
Gurugram,2020-03-04,71.23,148.75,44.57,35.37,1.69,5.35,154.0
Gurugram,2020-03-05,32.0,57.05,51.61,28.84,1.16,4.8,104.0
Gurugram,2020-03-06,19.52,32.59,47.23,27.15,1.06,12.3,95.0
Gurugram,2020-03-07,35.82,67.45,38.14,27.52,0.97,16.04,79.0
Gurugram,2020-03-08,56.58,107.07,35.2,28.16,0.97,17.83,115.0
Gurugram,2020-03-09,62.38,112.32,42.54,23.13,0.77,15.82,117.0
Gurugram,2020-03-10,75.88,144.37,53.14,25.83,0.92,16.29,160.0
Gurugram,2020-03-11,52.61,100.26,58.4,25.06,0.89,14.62,114.0
Gurugram,2020-03-12,50.17,139.66,40.31,30.02,0.88,13.28,115.0
Gurugram,2020-03-13,60.57,182.58,40.26,30.6,0.84,12.68,134.0
Gurugram,2020-03-14,43.92,99.84,38.98,25.9,0.82,14.36,118.0
Gurugram,2020-03-15,57.48,137.62,50.33,27.24,0.97,15.87,119.0
Gurugram,2020-03-16,73.26,152.93,47.56,24.94,1.06,15.9,155.0
Gurugram,2020-03-17,76.84,169.8,52.03,25.66,1.18,19.73,181.0
Gurugram,2020-03-18,84.93,191.47,46.04,30.5,1.28,19.43,178.0
Gurugram,2020-03-19,80.27,200.51,50.39,28.31,1.23,19.95,175.0
Gurugram,2020-03-20,85.31,183.37,60.03,18.07,1.11,15.81,176.0
Gurugram,2020-03-21,58.09,129.3,57.23,16.63,0.88,16.66,154.0
Gurugram,2020-03-22,85.87,150.43,55.11,19.83,1.13,17.25,168.0
Gurugram,2020-03-23,51.38,103.56,50.47,15.96,0.81,18.26,124.0
Gurugram,2020-03-24,61.21,113.66,43.6,17.61,0.97,16.44,122.0
Gurugram,2020-03-25,31.83,60.71,38.79,15.06,0.75,16.27,86.0
Gurugram,2020-03-26,31.27,65.28,36.85,15.96,0.56,16.42,65.0
Gurugram,2020-03-27,20.82,41.61,38.52,14.19,0.54,15.31,59.0
Gurugram,2020-03-28,17.59,35.7,42.37,14.65,0.49,14.77,62.0
Gurugram,2020-03-29,23.65,56.89,54.46,13.75,0.5,18.73,68.0
Gurugram,2020-03-30,32.0,57.58,58.39,12.76,0.55,18.56,80.0
Gurugram,2020-03-31,30.71,57.22,63.43,13.39,0.52,17.01,80.0
Gurugram,2020-04-01,27.84,55.37,54.79,14.94,0.55,15.91,81.0
Gurugram,2020-04-02,28.93,59.79,61.46,16.0,0.52,15.97,81.0
Gurugram,2020-04-03,27.11,48.38,66.52,12.75,0.47,15.3,95.0
Gurugram,2020-04-04,34.18,61.47,58.64,12.52,0.52,14.86,93.0
Gurugram,2020-04-05,49.7,87.4,53.97,15.9,0.69,15.2,99.0
Gurugram,2020-04-06,52.7,94.54,54.3,14.5,0.65,15.57,106.0
Gurugram,2020-04-07,31.8,86.25,61.31,11.95,0.43,14.66,94.0
Gurugram,2020-04-08,28.04,79.84,62.85,10.94,0.42,14.11,96.0
Gurugram,2020-04-09,31.68,68.97,67.87,12.14,0.47,14.14,101.0
Gurugram,2020-04-10,49.34,96.26,50.44,18.33,0.68,14.23,105.0
Gurugram,2020-04-11,51.41,103.83,60.63,18.3,0.81,14.52,127.0
Gurugram,2020-04-12,32.16,68.78,67.11,16.41,0.6,14.0,107.0
Gurugram,2020-04-13,53.33,121.47,53.63,17.19,0.76,13.83,114.0
Gurugram,2020-04-14,51.22,131.79,47.71,19.88,0.81,13.28,122.0
Gurugram,2020-04-15,59.01,185.92,45.18,18.25,0.79,13.21,138.0
Gurugram,2020-04-16,62.75,154.53,55.51,17.1,0.83,13.53,157.0
Gurugram,2020-04-17,28.23,79.28,73.94,12.66,0.62,12.42,120.0
Gurugram,2020-04-18,26.84,87.29,71.23,12.87,0.57,12.12,107.0
Gurugram,2020-04-19,30.21,70.61,62.46,15.3,0.65,12.1,109.0
Gurugram,2020-04-20,48.86,93.89,37.77,19.64,0.78,12.42,99.0
Gurugram,2020-04-21,33.79,72.37,66.92,14.88,0.68,10.67,105.0
Gurugram,2020-04-22,49.59,102.91,62.97,18.46,0.77,11.29,120.0
Gurugram,2020-04-23,51.55,105.97,55.3,18.33,0.79,10.01,113.0
Gurugram,2020-04-24,56.54,100.68,63.8,15.69,0.77,9.28,124.0
Gurugram,2020-04-25,26.55,63.78,73.49,12.23,0.58,8.55,121.0
Gurugram,2020-04-26,49.26,119.82,62.13,13.94,0.67,8.79,113.0
Gurugram,2020-04-27,25.94,46.63,67.03,10.35,0.54,7.9,103.0
Gurugram,2020-04-28,34.2,58.26,74.53,11.32,0.63,7.02,118.0
Gurugram,2020-04-29,58.64,111.67,66.09,13.84,0.75,7.75,126.0
Gurugram,2020-04-30,62.21,122.56,70.1,12.84,0.76,7.88,141.0
Gurugram,2020-05-01,62.55,134.75,79.99,12.69,0.74,7.45,155.0
Gurugram,2020-05-02,41.11,104.29,91.17,10.69,0.7,5.59,152.0
Gurugram,2020-05-03,39.62,86.75,72.95,10.84,0.73,6.11,126.0
Gurugram,2020-05-04,23.7,45.29,64.94,11.12,0.55,7.71,94.0
Gurugram,2020-05-05,55.54,94.42,67.79,13.71,0.81,7.78,130.0
Gurugram,2020-05-06,48.01,138.24,74.54,14.5,0.72,7.33,143.0
Gurugram,2020-05-07,40.41,89.12,83.29,13.66,0.61,6.38,138.0
Gurugram,2020-05-08,56.55,102.78,92.2,14.09,0.72,7.37,144.0
Gurugram,2020-05-09,63.16,120.48,100.91,13.16,0.77,7.94,166.0
Gurugram,2020-05-10,51.33,112.01,83.27,11.14,0.77,7.18,154.0
Gurugram,2020-05-11,43.34,92.6,70.79,12.79,0.53,8.76,113.0
Gurugram,2020-05-12,46.22,92.82,78.92,13.56,0.68,7.47,133.0
Gurugram,2020-05-13,63.71,140.61,73.47,16.23,0.81,13.26,133.0
Gurugram,2020-05-14,51.25,128.05,67.65,27.73,0.94,9.38,147.0
Gurugram,2020-05-15,44.84,89.14,77.07,36.56,0.76,9.6,155.0
Gurugram,2020-05-16,69.14,111.56,89.44,44.32,0.85,11.87,208.0
Gurugram,2020-05-17,70.96,149.96,63.65,37.52,1.01,12.0,184.0
Gurugram,2020-05-18,59.29,115.94,61.06,34.85,0.91,8.51,160.0
Gurugram,2020-05-19,74.62,146.61,61.72,35.58,0.99,9.11,160.0
Gurugram,2020-05-20,67.08,124.58,71.92,27.33,0.89,10.08,167.0
Gurugram,2020-05-21,51.41,130.77,71.0,24.81,0.92,10.07,141.0
Gurugram,2020-05-22,62.53,153.39,53.74,24.42,1.06,9.26,152.0
Gurugram,2020-05-23,65.12,187.33,51.48,19.3,1.02,8.96,146.0
Gurugram,2020-05-24,56.3,154.36,55.27,21.9,0.91,7.56,150.0
Gurugram,2020-05-25,60.53,148.39,55.55,18.16,0.93,8.68,139.0
Gurugram,2020-05-26,56.62,184.71,34.74,22.71,0.91,6.96,140.0
Gurugram,2020-05-27,68.78,205.39,69.11,25.72,0.91,7.33,162.0
Gurugram,2020-05-28,75.32,257.56,73.51,16.27,0.88,3.91,202.0
Gurugram,2020-05-29,32.39,69.05,70.04,15.43,0.67,16.6,166.0
Gurugram,2020-05-30,26.35,56.28,62.58,13.94,0.7,8.94,86.0
Gurugram,2020-05-31,27.67,63.92,64.29,16.09,0.79,9.79,105.0
Gurugram,2020-06-01,36.12,87.51,72.06,20.5,0.85,5.42,133.0
Gurugram,2020-06-02,46.04,141.66,64.49,14.95,0.77,5.2,156.0
Gurugram,2020-06-03,46.92,117.56,64.22,14.13,0.78,5.85,135.0
Gurugram,2020-06-04,58.03,143.56,52.81,17.88,0.87,5.78,130.0
Gurugram,2020-06-05,39.79,75.0,57.47,15.71,0.82,5.91,121.0
Gurugram,2020-06-06,43.29,91.47,64.64,13.55,0.77,5.69,110.0
Gurugram,2020-06-07,48.67,92.32,64.41,14.17,0.87,7.4,122.0
Gurugram,2020-06-08,47.11,91.34,64.5,15.24,1.0,7.28,133.0
Gurugram,2020-06-09,65.0,141.77,74.49,18.55,0.92,7.99,141.0
Gurugram,2020-06-10,50.5,123.83,65.41,19.0,0.81,7.07,135.0
Gurugram,2020-06-11,46.61,110.92,67.71,15.17,0.72,4.22,122.0
Gurugram,2020-06-12,72.62,157.12,93.6,24.0,0.77,6.6,147.0
Gurugram,2020-06-13,61.48,138.26,91.81,13.94,0.64,7.16,158.0
Gurugram,2020-06-14,73.88,166.94,93.14,10.48,0.68,6.57,157.0
Gurugram,2020-06-15,54.15,117.53,94.84,12.44,0.58,5.43,155.0
Gurugram,2020-06-16,49.75,108.22,81.32,13.67,0.55,6.29,128.0
Gurugram,2020-06-17,45.21,92.67,79.58,11.29,0.53,6.87,128.0
Gurugram,2020-06-18,46.26,119.83,69.32,8.86,0.55,5.81,122.0
Gurugram,2020-06-19,65.61,244.35,62.43,9.0,0.7,4.15,148.0
Gurugram,2020-06-20,49.08,156.48,55.44,8.09,0.53,5.38,172.0
Gurugram,2020-06-21,49.1,103.78,66.63,8.75,0.49,5.41,132.0
Gurugram,2020-06-22,48.62,97.08,79.1,8.8,0.65,5.13,134.0
Gurugram,2020-06-23,39.63,74.69,54.24,8.95,0.69,4.28,108.0
Gurugram,2020-06-24,43.35,75.89,49.35,7.9,0.63,4.03,86.0
Gurugram,2020-06-25,42.64,111.09,45.86,8.14,0.75,4.06,102.0
Gurugram,2020-06-26,56.56,141.92,32.75,10.07,0.9,6.42,122.0
Gurugram,2020-06-27,47.82,158.08,19.54,8.05,0.66,9.18,121.0
Gurugram,2020-06-28,64.72,261.05,17.28,9.65,0.67,7.82,153.0
Gurugram,2020-06-29,46.89,154.0,36.5,8.97,0.57,7.86,140.0
Gurugram,2020-06-30,47.27,114.29,58.07,10.38,0.78,7.36,131.0
Gurugram,2020-07-01,61.64,174.08,44.14,10.58,1.11,7.57,157.0
Guwahati,2019-02-16,124.77,187.08,30.84,21.69,0.89,9.16,118.0
Guwahati,2019-02-17,50.82,118.01,17.67,9.3,0.48,14.03,92.0
Guwahati,2019-02-18,58.31,85.39,33.85,10.82,0.47,14.47,122.0
Guwahati,2019-02-19,59.88,78.04,41.23,9.65,0.51,16.42,80.0
Guwahati,2019-02-20,55.61,92.36,44.89,11.71,0.49,27.07,105.0
Guwahati,2019-02-21,83.66,134.1,43.69,13.63,1.09,25.9,105.0
Guwahati,2019-02-22,141.8,243.91,32.2,21.87,1.52,23.99,293.0
Guwahati,2019-02-23,133.26,219.95,36.21,19.93,1.13,25.62,321.0
Guwahati,2019-02-24,69.9,114.89,21.58,10.49,0.54,18.96,206.0
Guwahati,2019-02-25,129.88,234.82,20.15,24.76,1.8,19.02,118.0
Guwahati,2019-02-26,94.29,173.04,16.98,17.65,1.11,16.71,285.0
Guwahati,2019-02-27,60.89,98.85,30.81,13.79,0.64,17.6,152.0
Guwahati,2019-02-28,62.0,76.05,19.09,11.73,0.67,15.72,93.0
Guwahati,2019-03-01,69.01,104.75,18.39,11.5,0.85,16.11,113.0
Guwahati,2019-03-02,89.55,152.36,36.19,18.77,1.06,22.36,183.0
Guwahati,2019-03-03,106.89,199.74,29.67,18.6,1.26,21.78,226.0
Guwahati,2019-03-04,97.6,185.68,30.05,15.4,0.92,16.91,277.0
Guwahati,2019-03-05,68.21,119.93,47.8,9.74,0.62,20.25,126.0
Guwahati,2019-03-06,63.29,90.92,43.86,10.2,0.54,19.66,148.0
Guwahati,2019-03-07,74.81,112.75,25.03,15.01,0.85,16.5,102.0
Guwahati,2019-03-08,104.14,177.76,24.21,21.06,1.19,19.3,236.0
Guwahati,2019-03-09,116.75,206.29,18.93,21.55,1.19,18.87,265.0
Guwahati,2019-03-10,124.9,237.1,46.36,19.23,1.09,24.61,303.0
Guwahati,2019-03-11,124.94,213.84,37.83,17.73,1.31,23.78,267.0
Guwahati,2019-03-12,123.34,206.87,48.98,16.95,0.99,23.95,316.0
Guwahati,2019-03-13,100.41,187.83,47.36,21.98,1.03,21.27,212.0
Guwahati,2019-03-14,138.45,258.63,41.21,30.42,1.29,23.2,303.0
Guwahati,2019-03-15,138.03,280.4,31.23,24.74,1.23,20.42,321.0
Guwahati,2019-03-16,131.69,322.56,17.1,23.71,1.03,17.5,312.0
Guwahati,2019-03-17,105.33,191.58,34.22,24.87,1.12,21.56,231.0
Guwahati,2019-03-18,153.22,269.54,28.29,31.59,1.61,27.63,308.0
Guwahati,2019-03-19,91.58,145.24,46.73,16.31,0.9,21.79,303.0
Guwahati,2019-03-20,66.5,100.2,42.59,15.9,0.82,20.72,118.0
Guwahati,2019-03-21,73.33,200.77,59.44,12.45,0.59,22.51,148.0
Guwahati,2019-03-22,53.17,244.18,65.28,8.41,0.4,24.26,198.0
Guwahati,2019-03-23,67.46,139.67,43.92,12.05,0.72,24.23,150.0
Guwahati,2019-03-24,70.83,143.99,49.96,14.69,0.86,26.9,123.0
Guwahati,2019-03-25,118.05,236.55,47.1,26.61,1.21,25.51,268.0
Guwahati,2019-03-26,119.32,225.03,34.24,24.83,1.12,24.25,306.0
Guwahati,2019-03-27,62.29,87.81,30.71,10.6,0.67,17.84,156.0
Guwahati,2019-03-28,79.69,138.38,41.97,18.47,0.93,21.41,109.0
Guwahati,2019-03-29,114.47,203.18,34.37,29.01,1.26,23.39,258.0
Guwahati,2019-03-30,140.62,225.28,26.71,23.92,1.26,34.54,300.0
Guwahati,2019-03-31,48.63,64.89,45.26,11.86,0.5,19.19,236.0
Guwahati,2019-04-01,35.72,50.06,43.8,11.66,0.76,18.67,74.0
Guwahati,2019-04-02,58.96,91.04,36.43,14.85,0.76,22.37,109.0
Guwahati,2019-04-03,23.13,153.45,63.06,13.17,0.43,26.11,99.0
Guwahati,2019-04-04,29.99,62.01,55.27,11.69,0.37,32.4,120.0
Guwahati,2019-04-05,25.78,36.21,45.95,12.24,0.46,18.57,61.0
Guwahati,2019-04-06,56.1,82.28,32.52,15.92,0.74,19.42,74.0
Guwahati,2019-04-07,43.93,69.9,36.2,13.05,0.64,22.18,103.0
Guwahati,2019-04-08,28.95,40.1,38.96,11.5,0.48,17.93,59.0
Guwahati,2019-04-09,30.06,40.09,30.94,14.44,0.56,16.14,53.0
Guwahati,2019-04-10,37.76,67.42,43.24,14.69,0.75,17.21,74.0
Guwahati,2019-04-11,66.63,135.87,36.44,18.87,1.03,21.65,114.0
Guwahati,2019-04-12,79.26,153.64,40.9,25.1,0.95,20.12,161.0
Guwahati,2019-04-13,85.8,141.6,41.0,25.11,0.88,19.03,179.0
Guwahati,2019-04-14,51.4,76.17,41.84,19.16,0.59,18.75,140.0
Guwahati,2019-04-15,47.34,61.7,33.38,16.23,0.66,17.31,67.0
Guwahati,2019-04-16,42.85,56.26,44.77,16.64,0.55,16.33,90.0
Guwahati,2019-04-17,87.16,110.57,39.13,18.99,0.84,17.26,92.0
Guwahati,2019-04-18,58.84,108.28,23.46,13.0,0.78,16.8,181.0
Guwahati,2019-04-19,58.98,108.56,36.7,16.64,0.8,17.35,107.0
Guwahati,2019-04-20,52.39,99.12,52.49,12.81,0.52,17.64,107.0
Guwahati,2019-04-21,36.8,55.86,54.43,12.7,0.54,20.37,86.0
Guwahati,2019-04-22,42.87,61.08,54.18,15.48,0.59,21.73,84.0
Guwahati,2019-04-23,56.03,88.14,46.95,22.46,0.8,17.64,95.0
Guwahati,2019-04-24,76.74,133.16,19.6,31.12,1.0,18.26,115.0
Guwahati,2019-04-25,96.66,168.91,21.58,31.38,1.15,17.29,202.0
Guwahati,2019-04-26,88.27,149.31,26.83,35.39,0.92,16.88,218.0
Guwahati,2019-04-27,57.55,87.53,47.07,17.36,0.58,16.95,137.0
Guwahati,2019-04-28,32.5,39.5,39.65,10.65,0.47,18.21,71.0
Guwahati,2019-04-29,24.68,36.05,40.92,11.02,0.42,18.79,53.0
Guwahati,2019-04-30,13.68,21.96,45.86,8.73,0.36,23.19,53.0
Guwahati,2019-05-01,9.62,14.5,44.3,7.25,0.35,22.41,54.0
Guwahati,2019-05-02,28.45,46.41,40.96,14.02,0.58,22.91,67.0
Guwahati,2019-05-03,21.9,37.94,38.57,7.0,0.28,28.51,79.0
Guwahati,2019-05-04,916.67,1000.0,51.3,13.57,0.23,48.03,118.0
Guwahati,2019-05-05,59.86,91.04,21.49,15.11,0.9,31.51,118.0
Guwahati,2019-05-06,51.38,87.31,24.48,17.0,0.81,23.26,80.0
Guwahati,2019-05-07,40.8,77.72,55.57,15.16,0.56,25.18,110.0
Guwahati,2019-05-08,25.83,56.37,62.95,9.28,0.36,19.51,76.0
Guwahati,2019-05-09,27.82,44.86,67.62,8.06,0.38,19.39,77.0
Guwahati,2019-05-10,20.83,44.79,66.8,8.33,0.39,19.61,79.0
Guwahati,2019-05-11,23.05,38.97,55.16,9.44,0.43,19.7,73.0
Guwahati,2019-05-12,33.35,57.32,35.5,10.32,0.57,19.81,62.0
Guwahati,2019-05-13,65.01,85.31,47.25,13.27,0.49,19.73,99.0
Guwahati,2019-05-14,28.15,43.75,62.12,11.58,0.44,19.46,122.0
Guwahati,2019-05-15,19.79,31.95,66.56,12.33,0.45,18.08,86.0
Guwahati,2019-05-16,24.78,42.72,51.65,11.17,0.47,17.77,68.0
Guwahati,2019-05-17,22.83,34.43,52.04,14.25,0.51,17.12,73.0
Guwahati,2019-05-18,21.29,33.06,56.76,9.06,0.42,16.41,70.0
Guwahati,2019-05-19,43.79,68.51,35.22,12.25,0.78,16.44,62.0
Guwahati,2019-05-20,37.7,67.11,53.11,15.82,0.61,16.15,93.0
Guwahati,2019-05-21,31.53,52.71,46.88,13.08,0.54,15.87,68.0
Guwahati,2019-05-22,26.94,43.89,45.87,10.37,0.44,15.73,63.0
Guwahati,2019-05-23,13.59,22.87,51.75,10.73,0.4,15.89,73.0
Guwahati,2019-05-24,11.79,60.02,62.69,9.53,0.36,15.81,71.0
Guwahati,2019-05-25,18.92,626.63,39.05,12.52,0.55,15.47,210.0
Guwahati,2019-05-26,34.57,492.89,29.29,17.89,0.79,15.69,838.0
Guwahati,2019-05-27,27.48,47.82,47.42,17.05,0.66,15.93,149.0
Guwahati,2019-05-28,21.41,37.36,43.42,12.81,0.5,16.01,61.0
Guwahati,2019-05-29,43.72,81.41,35.31,18.48,0.79,16.31,72.0
Guwahati,2019-05-30,41.37,83.59,51.37,21.24,0.75,16.45,102.0
Guwahati,2019-05-31,26.04,44.89,54.01,18.76,0.54,16.06,79.0
Guwahati,2019-06-01,41.11,75.12,37.43,21.67,0.81,16.49,75.0
Guwahati,2019-06-02,60.98,110.62,27.05,21.15,0.89,16.61,106.0
Guwahati,2019-06-03,25.38,42.39,45.13,11.09,0.46,16.25,72.0
Guwahati,2019-06-04,12.52,21.47,42.61,11.44,0.37,16.17,54.0
Guwahati,2019-06-05,17.31,34.47,35.34,9.15,0.45,16.17,48.0
Guwahati,2019-06-06,30.62,86.21,26.23,13.14,0.48,16.34,55.0
Guwahati,2019-06-07,27.55,59.02,33.25,12.89,0.6,16.5,78.0
Guwahati,2019-06-08,12.76,21.4,28.39,6.72,0.4,16.83,48.0
Guwahati,2019-06-09,19.87,31.33,25.78,8.81,0.4,16.85,33.0
Guwahati,2019-06-10,20.31,38.23,17.28,10.66,0.5,14.04,40.0
Guwahati,2019-06-11,25.53,41.4,3.18,13.11,0.53,10.42,41.0
Guwahati,2019-06-12,36.68,72.67,3.23,18.64,0.68,10.68,60.0
Guwahati,2019-06-13,47.66,87.66,2.93,16.46,0.58,10.53,99.0
Guwahati,2019-06-14,17.68,31.6,1.8,13.25,0.44,10.44,45.0
Guwahati,2019-06-15,24.04,40.88,3.32,9.73,0.54,10.49,38.0
Guwahati,2019-06-16,25.93,43.13,3.79,11.79,0.52,10.56,44.0
Guwahati,2019-06-17,34.51,49.9,3.63,13.27,0.53,10.55,49.0
Guwahati,2019-06-18,33.51,55.87,3.15,15.51,0.61,10.6,54.0
Guwahati,2019-06-19,55.23,102.95,2.58,22.06,0.74,10.57,89.0
Guwahati,2019-06-20,40.38,77.63,1.79,16.77,0.7,10.55,93.0
Guwahati,2019-06-21,33.32,63.97,1.29,15.6,0.77,10.57,76.0
Guwahati,2019-06-22,27.98,50.76,2.04,11.32,0.61,10.56,54.0
Guwahati,2019-06-23,19.01,35.11,4.39,6.61,0.35,10.64,44.0
Guwahati,2019-06-24,23.66,43.56,5.01,9.02,0.38,11.33,40.0
Guwahati,2019-06-25,30.18,57.35,3.19,14.71,0.48,11.6,58.0
Guwahati,2019-06-26,18.59,29.17,2.94,10.41,0.44,10.59,41.0
Guwahati,2019-06-27,18.79,25.88,2.2,8.46,0.46,10.63,31.0
Guwahati,2019-06-28,29.61,43.21,2.04,14.92,0.58,10.65,40.0
Guwahati,2019-06-29,22.27,34.39,1.98,12.56,0.51,10.73,47.0
Guwahati,2019-06-30,32.27,60.43,2.31,14.26,0.66,10.79,55.0
Guwahati,2019-07-01,33.01,62.82,2.14,16.5,0.63,10.86,71.0
Guwahati,2019-07-02,13.73,27.33,1.97,9.45,0.38,10.65,39.0
Guwahati,2019-07-03,12.9,25.28,1.5,9.95,0.34,10.78,25.0
Guwahati,2019-07-04,15.47,32.63,4.22,9.96,0.42,10.7,33.0
Guwahati,2019-07-05,21.1,43.36,13.59,12.65,0.51,10.59,46.0
Guwahati,2019-07-06,7.74,75.98,21.24,10.04,0.3,10.37,46.0
Guwahati,2019-07-07,5.39,10.53,21.89,6.5,0.25,10.25,53.0
Guwahati,2019-07-08,10.63,76.75,20.61,6.73,0.27,10.27,42.0
Guwahati,2019-07-09,169.55,491.54,22.13,9.5,0.39,9.32,118.0
Guwahati,2019-07-10,85.38,94.28,11.77,12.82,0.72,9.9,118.0
Guwahati,2019-07-11,25.18,34.16,17.9,9.97,0.52,10.41,64.0
Guwahati,2019-07-12,23.66,34.66,13.14,10.55,0.55,10.5,36.0
Guwahati,2019-07-13,24.52,43.9,9.18,11.17,0.55,10.47,47.0
Guwahati,2019-07-14,21.91,37.61,8.3,10.66,0.45,10.65,57.0
Guwahati,2019-07-15,21.76,69.57,7.88,9.4,0.48,10.67,38.0
Guwahati,2019-07-16,80.31,149.69,4.6,10.85,0.61,10.63,118.0
Guwahati,2019-07-17,68.31,135.68,12.82,11.46,0.55,10.8,161.0
Guwahati,2019-07-18,41.72,73.42,11.78,9.98,0.54,10.84,91.0
Guwahati,2019-07-19,43.43,70.87,5.55,11.38,0.59,11.14,88.0
Guwahati,2019-07-20,26.73,167.95,1.63,10.39,0.45,10.92,103.0
Guwahati,2019-07-21,22.94,39.38,1.47,6.25,0.33,10.96,96.0
Guwahati,2019-07-22,59.28,79.72,9.75,8.78,0.41,10.91,66.0
Guwahati,2019-07-23,17.81,118.36,19.91,7.42,0.38,10.86,101.0
Guwahati,2019-07-24,19.41,76.32,16.99,9.77,0.37,10.91,98.0
Guwahati,2019-07-25,27.99,50.9,18.3,11.31,0.57,10.49,74.0
Guwahati,2019-07-26,59.27,79.88,20.01,8.75,0.35,11.02,62.0
Guwahati,2019-07-27,11.93,26.31,18.86,7.69,0.34,11.29,68.0
Guwahati,2019-07-28,24.95,49.12,16.85,9.47,0.58,11.28,54.0
Guwahati,2019-07-29,89.85,220.16,17.6,10.86,0.43,10.86,91.0
Guwahati,2019-07-30,68.67,153.57,14.86,10.76,0.47,11.18,182.0
Guwahati,2019-07-31,54.9,150.89,18.1,8.22,0.37,11.03,150.0
Guwahati,2019-08-01,40.56,52.31,17.88,9.14,0.31,11.18,104.0
Guwahati,2019-08-02,76.43,157.77,17.4,8.03,0.43,11.14,92.0
Guwahati,2019-08-03,59.08,117.59,16.38,9.33,0.44,11.17,164.0
Guwahati,2019-08-04,18.86,40.47,17.67,10.96,0.49,11.36,87.0
Guwahati,2019-08-05,79.19,194.51,18.4,10.05,0.44,11.09,40.0
Guwahati,2019-08-06,21.24,91.02,20.37,10.15,0.59,11.29,104.0
Guwahati,2019-08-07,11.86,34.75,15.62,9.62,0.39,11.51,74.0
Guwahati,2019-08-08,12.02,66.2,15.61,9.24,0.35,11.41,47.0
Guwahati,2019-08-09,49.04,427.84,15.7,8.59,0.36,11.27,246.0
Guwahati,2019-08-10,16.54,190.86,16.02,6.67,0.39,11.41,266.0
Guwahati,2019-08-11,26.59,164.97,16.4,10.37,0.42,11.62,102.0
Guwahati,2019-08-12,24.16,847.41,15.89,10.25,0.49,11.32,488.0
Guwahati,2019-08-13,14.9,554.83,15.63,9.4,0.39,11.22,956.0
Guwahati,2019-08-14,15.95,27.49,15.71,7.78,0.34,11.42,141.0
Guwahati,2019-08-15,19.03,35.6,15.83,6.07,0.37,11.9,36.0
Guwahati,2019-08-16,22.78,67.25,15.86,13.33,0.51,11.79,43.0
Guwahati,2019-08-17,30.14,54.16,16.35,10.57,0.56,11.81,69.0
Guwahati,2019-08-18,23.21,43.52,15.89,6.35,0.44,11.73,49.0
Guwahati,2019-08-19,19.03,38.04,15.98,8.63,0.36,11.74,38.0
Guwahati,2019-08-20,25.11,47.12,16.4,7.61,0.44,11.85,48.0
Guwahati,2019-08-21,26.75,49.44,16.34,8.73,0.4,11.87,41.0
Guwahati,2019-08-22,33.4,68.83,16.11,14.94,0.56,12.03,68.0
